id,host_id,price,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
36072301,271350187,109,0,,,3,304
36120857,219908197,595,0,,,3,340
36279837,272865451,280,0,,,1,318
36404936,107434423,278,0,,,232,188
36415840,223715460,499,0,,,1,365
36422456,255815505,245,0,,,1,156
35039831,263955551,87,0,,,1,358
2379865,12157737,38,0,,,1,0
4616865,6028908,38,0,,,1,0
5313584,1747467,52,0,,,1,0
5327035,7363727,51,0,,,1,0
6171211,32018795,32,0,,,1,0
7048331,1154790,289,0,,,1,0
7094976,1714147,44,0,,,1,0
9492969,826493,58,0,,,1,0
9935737,51024536,400,0,,,2,173
10789121,329931,33,0,,,1,0
11495792,60535622,2100,0,,,1,363
11529467,60802539,133,0,,,1,0
12657527,46047223,20,0,,,1,0
13058496,72315258,28,0,,,1,0
14996256,92322271,88,0,,,2,0
16416588,43870735,72,0,,,1,0
16767194,18654847,74,0,,,1,0
17156147,10762635,93,0,,,1,0
17641480,2412748,82,0,,,1,0
18645286,48157058,26,0,,,1,59
19385872,13283016,157,0,,,1,0
19429274,40086875,39,0,,,1,0
19655651,16872537,84,0,,,1,0
20213732,6927464,53,0,,,1,0
20452330,24377694,298,0,,,3,189
20980756,145858413,25,0,,,1,0
21652744,157599851,31,0,,,1,0
21669411,5140888,31,0,,,1,0
21695365,129494490,36,0,,,1,0
21981703,2066240,12,0,,,1,0
22059276,2343200,47,0,,,1,125
22436168,22507599,32,0,,,1,0
22471099,48565842,39,0,,,1,0
22631676,41311743,97,0,,,2,0
22971252,52225868,32,0,,,1,0
23216187,8260418,26,0,,,1,0
24554027,24587292,974,0,,,2,0
26450570,188393472,210,0,,,1,0
28439263,210970608,785,0,,,5,226
30020439,3393434,600,0,,,2,89
30113079,10809204,46,0,,,1,0
30984634,29301222,33,0,,,1,0
32034149,70058270,575,0,,,4,105
32717887,43494916,132,0,,,2,0
34201544,155299207,33,0,,,1,45
34277091,34648989,97,0,,,1,101
34866682,262657892,830,0,,,3,213
35060992,945144,88,0,,,1,6
35262993,265463203,475,0,,,3,308
35577620,21400616,67,0,,,2,300
35809258,269220629,169,0,,,1,324
35863145,23533897,1500,0,,,7,267
35907389,191800,62,0,,,1,22
36083269,3358348,97,0,,,1,63
36151001,209921907,38,0,,,1,179
36164059,3833262,46,0,,,1,136
36208936,160895899,167,0,,,1,166
36318339,273139430,39,0,,,1,14
36427094,82576590,41,0,,,1,66
12422777,26819014,25,0,,,1,0
15090815,89873907,51,0,,,1,317
19506829,61851470,52,0,,,1,0
24784400,24373940,109,0,,,1,365
33575571,248654228,43,0,,,4,153
33847217,22784412,44,0,,,2,0
5847182,30357478,20,0,,,1,0
6719207,26377263,47,0,,,43,311
16424070,27977412,38,0,,,4,365
16834485,2092314,22,0,,,7,365
16837628,2092314,27,0,,,7,365
22480209,27741331,32,0,,,2,322
28647979,26377263,57,0,,,43,138
28670390,26377263,57,0,,,43,311
28671495,26377263,53,0,,,43,346
28699232,26377263,57,0,,,43,283
28699654,26377263,57,0,,,43,306
29168569,26377263,53,0,,,43,347
29170235,26377263,53,0,,,43,311
31845412,27974952,31,0,,,7,365
32047800,9898029,67,0,,,5,357
32373990,227836692,133,0,,,1,89
34058607,11256721,92,0,,,1,27
34085559,255431206,32,0,,,9,126
35616292,257879526,54,0,,,2,336
35688219,268468020,98,0,,,2,88
35728640,268468020,101,0,,,2,116
35772228,146776990,33,0,,,4,41
36276938,179384567,159,0,,,1,343
36312752,45631198,63,0,,,1,19
35491909,267015745,97,0,,,1,324
35496813,224558991,31,0,,,1,105
35569130,265057419,68,0,,,2,363
36356804,222559543,48,0,,,2,329
12135856,15025923,43,0,,,1,0
13630755,79020870,179,0,,,1,0
24303775,170817628,47,0,,,1,31
34844071,56306339,61,0,,,1,290
1059531,7875272,221,0,,,3,0
18051877,2675644,5000,0,,,1,344
32285578,242330603,129,0,,,1,365
36312088,273086651,185,0,,,1,32
36354776,273393150,28,0,,,1,24
6237065,32365131,129,0,,,1,365
22207357,162116640,3000,0,,,1,90
29546402,35944,210,0,,,1,161
32783284,246589575,84,0,,,1,0
34603173,155812868,119,0,,,2,136
20305160,1715301,800,0,,,3,365
474283,950232,117,0,,,1,0
1016352,5593208,550,0,,,1,365
1171581,6414296,1000,0,,,1,365
2070290,10585956,599,0,,,1,0
2185842,6910298,850,0,,,1,0
2294663,6509406,800,0,,,1,0
2298759,11741773,425,0,,,1,0
4539906,23540800,205,0,,,1,0
4549627,2748575,129,0,,,1,0
4967114,25605887,450,0,,,1,0
5257388,27212322,1450,0,,,1,0
8381381,2284111,152,0,,,1,0
8496270,44742061,500,0,,,1,0
8590275,45208389,340,0,,,1,0
8679596,4360949,260,0,,,1,0
8846634,23521722,64,0,,,1,0
9235437,9419684,304,0,,,3,176
9260951,3509166,142,0,,,1,0
9393005,14847501,305,0,,,2,0
9474607,43951918,280,0,,,1,0
9514860,16675838,299,0,,,1,0
9614672,7534128,450,0,,,1,0
9806799,30283594,369,0,,,121,331
9855273,30283594,279,0,,,121,352
9880673,30283594,239,0,,,121,352
9944710,51108205,66,0,,,1,0
10231620,29452204,155,0,,,1,0
10233048,14064072,295,0,,,1,0
10340849,5836431,400,0,,,1,0
10772141,55718379,169,0,,,1,364
11130697,57843472,550,0,,,1,0
11456821,9419684,230,0,,,3,176
11458973,9419684,421,0,,,3,0
12003048,30283594,239,0,,,121,352
12083625,30283594,129,0,,,121,133
12084100,30283594,239,0,,,121,364
12089237,30283594,239,0,,,121,352
12089889,30283594,239,0,,,121,165
12388494,66977773,197,0,,,1,0
12446494,21742264,155,0,,,1,0
13093642,72296750,239,0,,,1,365
13201687,73953648,295,0,,,1,0
13426171,30283594,239,0,,,121,365
13427591,30283594,239,0,,,121,365
13431257,30283594,239,0,,,121,365
13432015,30283594,239,0,,,121,365
13522873,30283594,219,0,,,121,365
14168274,20448276,98,0,,,1,0
15215887,96677104,189,0,,,1,0
15229456,30283594,399,0,,,121,365
15229619,95459395,321,0,,,18,365
15230053,95459395,499,0,,,18,146
15230339,95459395,534,0,,,18,365
15230576,95459395,748,0,,,18,365
15230938,95459395,748,0,,,18,185
15233592,95459395,748,0,,,18,333
15449415,30283594,379,0,,,121,185
15496314,95459395,534,0,,,18,365
15496616,95459395,534,0,,,18,365
15497088,95459395,534,0,,,18,365
15497229,95459395,534,0,,,18,365
15497406,95459395,534,0,,,18,365
15497673,95459395,748,0,,,18,365
15505535,95459395,748,0,,,18,365
16331645,9236677,155,0,,,1,0
17255913,4454849,131,0,,,1,0
18074899,30283594,499,0,,,121,185
18154888,3191545,229,0,,,23,149
18563383,50916440,67,0,,,1,0
18782064,2856748,184,0,,,49,364
18879379,3291930,155,0,,,1,0
19083490,35031975,207,0,,,1,0
19272653,1579845,87,0,,,1,0
19910666,141011662,176,0,,,1,0
21804666,158731650,139,0,,,1,0
21881605,159623005,412,0,,,1,0
21967615,15146492,649,0,,,1,0
21996983,95459395,299,0,,,18,365
22124017,68358695,285,0,,,1,0
22436770,114131821,1500,0,,,1,87
22618211,5668546,103,0,,,1,0
23041312,40811074,525,0,,,1,0
25204010,69006953,280,0,,,1,0
26945421,200380610,185,0,,,65,342
26947761,190921808,53,0,,,47,316
27215807,200380610,550,0,,,65,360
27216072,200380610,450,0,,,65,365
27279982,200380610,236,0,,,65,364
28841309,215683904,159,0,,,1,333
29061711,76114530,575,0,,,1,83
29410763,163251048,499,0,,,8,185
30019462,219848970,600,0,,,2,17
30091592,16768238,215,0,,,1,0
30101694,4750332,800,0,,,1,358
30313152,163251048,499,0,,,8,365
30313661,163251048,499,0,,,8,185
30314104,163251048,499,0,,,8,333
30314337,163251048,399,0,,,8,129
30314623,163251048,399,0,,,8,129
30315087,163251048,399,0,,,8,186
30387445,107434423,302,0,,,232,330
30388383,107434423,291,0,,,232,189
30388552,107434423,211,0,,,232,227
30389224,107434423,365,0,,,232,326
30389586,107434423,285,0,,,232,330
30393286,107434423,416,0,,,232,335
30398902,14501006,430,0,,,1,0
30503020,16098958,215,0,,,96,327
30563655,229288524,128,0,,,2,142
30718238,183790715,575,0,,,1,364
30814778,163251048,399,0,,,8,294
31220573,106825862,308,0,,,1,37
31359630,234831342,139,0,,,1,0
31947104,224414117,299,0,,,30,363
31947645,224414117,299,0,,,30,365
32160889,162280872,185,0,,,13,298
32171104,241359293,280,0,,,1,0
32185974,241361740,230,0,,,1,0
32714098,30283594,302,0,,,121,364
32844370,4087531,169,0,,,1,0
32926087,107434423,446,0,,,232,325
33171891,177396569,4100,0,,,3,180
33273335,239660813,210,0,,,10,333
33275250,239660813,209,0,,,10,333
33279205,239660813,794,0,,,10,200
33279209,239660813,146,0,,,10,314
33279216,239660813,297,0,,,10,311
33279231,239660813,166,0,,,10,343
33865520,253619642,269,0,,,1,19
34040771,154895657,198,0,,,1,28
34091327,34689714,240,0,,,5,365
34204602,219517861,182,0,,,327,302
34205501,219517861,189,0,,,327,334
34207537,219517861,185,0,,,327,332
34208508,219517861,182,0,,,327,319
34209885,219517861,189,0,,,327,333
34211618,219517861,187,0,,,327,331
34214603,219517861,184,0,,,327,334
34217313,219517861,187,0,,,327,335
34289331,219517861,189,0,,,327,324
34306257,131647128,265,0,,,25,290
34323686,219517861,187,0,,,327,331
34350718,207795404,141,0,,,2,115
34648504,20851517,98,0,,,3,7
34754241,46588955,289,0,,,1,8
34895344,22541573,229,0,,,87,115
34915860,256496159,2500,0,,,3,191
35005258,219517861,189,0,,,327,332
35008548,206451695,181,0,,,3,362
35056734,178164173,400,0,,,1,44
35067483,245013643,285,0,,,2,336
35229657,135223584,920,0,,,1,180
35232437,153568512,800,0,,,1,360
35233735,211018651,930,0,,,1,360
35249610,182410092,700,0,,,1,304
35351599,206451695,450,0,,,3,365
35384013,235054437,295,0,,,1,10
35579856,245518352,400,0,,,1,161
35600813,265157006,425,0,,,1,135
35638345,263229425,400,0,,,1,26
35639073,260807399,400,0,,,1,23
35641231,260805765,400,0,,,1,166
35662019,79269209,63,0,,,1,250
35727309,268294305,299,0,,,1,237
35740661,268847927,399,0,,,1,218
35757257,18288234,379,0,,,1,333
35825111,269308830,168,0,,,1,50
35883107,269215864,299,0,,,1,95
35934191,8285778,179,0,,,1,12
35934686,269164383,189,0,,,1,237
36007006,270906714,320,0,,,1,341
36022650,2967377,15,0,,,1,139
36027436,268332955,269,0,,,1,329
36037692,270309706,244,0,,,1,167
36087720,269235140,560,0,,,1,32
36108523,245843084,129,0,,,1,5
36146672,266037277,561,0,,,1,364
36151576,21515253,209,0,,,2,112
36169764,78501032,134,0,,,1,0
36182794,266092932,229,0,,,2,335
36189195,270214015,2999,0,,,1,222
36275631,271624892,330,0,,,1,180
36311599,180397183,320,0,,,1,90
36334586,262999899,239,0,,,1,77
36381819,273560024,88,0,,,1,7
36404784,107434423,385,0,,,232,338
36404815,107434423,267,0,,,232,228
36426720,67738361,260,0,,,2,168
36476675,8636072,260,0,,,1,9
28867880,217648807,240,0,,,1,363
14024708,83930029,62,0,,,1,0
35516587,153561136,109,0,,,1,46
34229869,27537930,20,0,,,1,5
15732405,101643312,320,0,,,2,180
22945122,44695225,38,0,,,1,0
23978220,180347935,37,0,,,1,0
34076756,73324719,126,0,,,1,58
36143214,271844440,139,0,,,3,166
36148417,271885652,159,0,,,4,166
36175721,271844440,129,0,,,3,172
7664959,40237377,119,0,,,1,126
7957339,32088026,109,0,,,1,0
24431214,32168079,37,0,,,3,84
27363454,23341244,64,0,,,1,0
31362276,18683197,179,0,,,1,342
32987477,91018434,25,0,,,1,0
34647648,172369331,20,0,,,10,281
35009785,197368927,20,0,,,8,32
35676738,264362310,25,0,,,1,178
36316537,35343897,38,0,,,1,156
36424133,52565041,46,0,,,1,60
36452721,274079964,800,0,,,1,23
31568673,236631469,25,0,,,1,85
4430657,22992909,188,0,,,1,0
9625926,156959,219,0,,,2,0
16331969,15130664,450,0,,,1,0
29780076,5845384,215,0,,,1,33
33034799,27512264,143,0,,,1,181
34415315,4617977,157,0,,,1,12
10099859,51829088,139,0,,,1,0
10161361,2995352,46,0,,,1,0
14138066,35910781,23,0,,,1,0
30357870,137358866,33,0,,,103,0
30798396,137358866,24,0,,,103,244
34472646,260209224,153,0,,,3,135
35481276,153371127,28,0,,,2,341
36139806,260209224,67,0,,,3,134
11656721,46502890,750,0,,,2,0
35671998,261295185,219,0,,,1,359
36127750,261953214,280,0,,,1,330
468613,2325861,1300,0,,,1,0
1823141,3981706,92,0,,,1,0
2392051,132244,400,0,,,1,365
3787867,15047361,400,0,,,1,0
4469679,19336493,325,0,,,1,0
7695442,6654378,58,0,,,1,0
8829421,4087478,699,0,,,1,0
9239252,47052253,82,0,,,1,0
9692090,9507017,58,0,,,1,0
10447691,183151,47,0,,,1,0
11587997,40470433,52,0,,,1,0
11840057,51447330,112,0,,,1,0
12079099,39528519,32,0,,,28,341
14549011,90034926,43,0,,,1,0
15298236,89388277,118,0,,,3,0
15805327,73561233,86,0,,,1,0
16356884,39528519,32,0,,,28,342
19592057,127181576,157,0,,,1,0
21627794,39528519,33,0,,,28,308
21627938,39528519,29,0,,,28,341
21942371,2546411,78,0,,,1,0
22064793,611408,143,0,,,1,0
22862288,13997208,280,0,,,1,87
23385738,170263842,32,0,,,4,341
24555212,39528519,33,0,,,28,320
24564608,39528519,93,0,,,28,185
24633966,161268152,700,0,,,2,338
25497712,39528519,94,0,,,28,185
25499011,39528519,91,0,,,28,184
30020524,36560763,450,0,,,1,0
30179231,107562106,295,0,,,1,0
30388284,107434423,314,0,,,232,208
30421981,506779,295,0,,,2,338
30735480,229693987,600,0,,,1,365
31145829,39528519,32,0,,,28,342
31340283,4382127,9999,0,,,1,365
31439428,20445702,249,0,,,1,0
31498735,170263842,71,0,,,4,185
31818320,39528519,73,0,,,28,185
31818771,39528519,73,0,,,28,185
32496993,154465734,500,0,,,1,81
32503167,244182582,86,0,,,4,310
32503384,244182582,76,0,,,4,339
32552274,244182582,73,0,,,4,364
32696852,244182582,74,0,,,4,332
33621851,257569145,219,0,,,1,362
33622308,257565053,159,0,,,2,161
33737434,229600367,699,0,,,1,290
34418130,259816232,128,0,,,2,365
35156210,225608965,109,0,,,1,2
35196872,228132014,74,0,,,1,0
35672777,2010787,297,0,,,1,276
35719162,1221359,400,0,,,1,173
35756536,2351947,280,0,,,1,17
35901703,7273116,129,0,,,1,15
35998183,70682660,143,0,,,1,343
36038003,4239407,209,0,,,2,5
36134580,55814811,198,0,,,1,5
36136048,270307751,320,0,,,1,160
36172912,44995980,179,0,,,1,313
36174744,2344295,260,0,,,1,23
36236981,268598775,249,0,,,1,91
36382148,273568164,198,0,,,1,152
36391615,70653354,235,0,,,1,349
19970350,15344412,43,0,,,3,89
20235591,144200262,119,0,,,1,0
2250170,11492501,1500,0,,,1,0
4854552,24973819,600,0,,,1,0
14443766,484993,82,0,,,1,365
35001663,77477955,72,0,,,1,128
36095625,115939890,56,0,,,1,3
837256,2862643,280,0,,,1,0
1853765,416918,550,0,,,1,0
2253397,11508018,500,0,,,1,0
2254469,11512908,400,0,,,1,0
2284454,11668649,1600,0,,,1,0
2291943,11708656,1000,0,,,1,0
2509617,12622830,600,0,,,1,0
2607741,13347167,117,0,,,29,331
3105531,9306192,750,0,,,1,0
4325284,22459182,210,0,,,1,0
4403972,22860848,295,0,,,1,0
4720121,34915,500,0,,,1,0
4736480,4568686,375,0,,,1,0
5631916,14358525,202,0,,,1,0
7054267,36998520,155,0,,,1,0
8083295,9489975,57,0,,,1,0
8123857,10606799,299,0,,,1,0
8498323,44751629,650,0,,,1,0
8973292,1372837,295,0,,,1,0
9107450,3664194,210,0,,,1,0
9292072,23429756,215,0,,,1,0
9424217,12122228,62,0,,,1,174
9444819,14266812,450,0,,,1,0
9715759,43198464,84,0,,,1,0
9793676,50473263,1100,0,,,1,0
9879796,30283594,249,0,,,121,272
9937547,30283594,369,0,,,121,297
10031336,21801127,129,0,,,1,0
10031933,8343891,146,0,,,1,0
11591276,23387829,450,0,,,1,0
11774815,62685348,400,0,,,1,0
11981145,64027912,106,0,,,1,0
12212943,65690091,185,0,,,1,0
12318604,10199873,42,0,,,1,0
13098805,24494897,159,0,,,1,0
13101616,2856748,198,0,,,49,331
13230556,2856748,138,0,,,49,365
13231183,2856748,138,0,,,49,365
13387572,76104209,139,0,,,33,362
13419864,76487242,154,0,,,1,0
13440481,17385374,301,0,,,1,83
14245274,2856748,230,0,,,49,284
14397396,8116703,210,0,,,1,0
14834097,22541573,179,0,,,87,365
14959161,30283594,249,0,,,121,364
15625492,76104209,154,0,,,33,342
15625579,76104209,163,0,,,33,364
16242753,33200665,127,0,,,1,0
16477061,3428943,119,0,,,1,0
16561990,16860700,91,0,,,1,0
16805103,22541573,179,0,,,87,287
17512944,45595980,197,0,,,12,58
18076385,65974774,510,0,,,3,207
18092438,17428203,124,0,,,2,0
18103710,22541573,179,0,,,87,365
19279519,22215460,500,0,,,1,363
19701427,16685637,400,0,,,1,87
20073965,33683624,265,0,,,1,0
20479561,112176192,127,0,,,1,0
20826507,76104209,243,0,,,33,284
21184304,22541573,169,0,,,87,344
21488093,128142697,750,0,,,2,0
21787094,415290,325,0,,,1,0
21900721,159794474,76,0,,,1,0
22249641,22902111,400,0,,,1,0
22294297,4085770,500,0,,,1,0
22779726,156158778,7703,0,,,12,146
22780103,156158778,6419,0,,,12,45
22927598,107198157,119,0,,,1,0
23766986,178224519,162,0,,,8,327
24234030,39083533,222,0,,,1,32
24497815,162280872,185,0,,,13,161
24852836,77243829,375,0,,,1,0
24895943,51112551,375,0,,,1,83
25145947,104386567,450,0,,,1,173
25487162,38021737,54,0,,,1,0
26002246,83786650,117,0,,,8,339
27113535,109196702,215,0,,,2,0
27149630,200380610,285,0,,,65,365
27217390,200380610,210,0,,,65,364
27298901,200380610,340,0,,,65,364
27299174,200380610,395,0,,,65,346
27301019,200380610,187,0,,,65,315
27458304,56283770,185,0,,,6,123
29287515,213586067,215,0,,,1,0
29480256,200380610,255,0,,,65,365
29483789,222057751,299,0,,,1,15
29734919,212698653,500,0,,,1,84
29964348,2039658,3600,0,,,1,358
30031616,107434423,255,0,,,232,157
30040977,48860816,123,0,,,1,0
30186121,21226117,345,0,,,1,0
30200487,78971832,73,0,,,1,0
30387218,107434423,312,0,,,232,293
30393414,107434423,271,0,,,232,240
30648855,16098958,293,0,,,96,292
30649588,16098958,293,0,,,96,280
30815183,230516915,590,0,,,1,358
31088862,28191131,890,0,,,1,0
31435734,107434423,307,0,,,232,249
31435773,107434423,233,0,,,232,249
31469483,191786703,400,0,,,1,179
31549470,107434423,236,0,,,232,127
32438036,243655782,1250,0,,,1,116
32457051,123745971,420,0,,,6,351
32458305,123745971,500,0,,,6,351
32484875,200380610,210,0,,,65,364
32494991,113805886,206,0,,,33,217
32560880,123745971,500,0,,,6,351
32561334,123745971,540,0,,,6,351
32562943,123745971,700,0,,,6,341
32564397,16098958,280,0,,,96,332
33046019,61391963,117,0,,,91,311
33101073,147827717,109,0,,,1,101
33130688,65574027,370,0,,,1,15
33585726,113805886,206,0,,,33,189
33717547,219517861,164,0,,,327,221
34117732,161324994,38,0,,,6,39
34336004,51027036,280,0,,,1,45
34384958,57412032,113,0,,,1,192
34504407,9910595,155,0,,,1,113
34946870,250583732,210,0,,,1,135
35005670,219517861,184,0,,,327,335
35191797,61391963,142,0,,,91,245
Central Park,265527861,78,0,,,1,322
35354079,50484258,290,0,,,1,0
35425638,27181542,249,0,,,1,325
35454095,177188159,800,0,,,1,277
35466749,199466039,349,0,,,3,346
35605729,267191710,425,0,,,1,162
35734363,83934468,400,0,,,1,25
35800046,268680530,1100,0,,,1,270
35800764,269312373,340,0,,,2,332
35871541,268623761,600,0,,,1,357
35874420,55190776,156,0,,,1,7
35916913,144813834,299,0,,,1,177
35936791,270301946,230,0,,,1,324
35966653,24232061,122,0,,,3,306
36103759,134749416,209,0,,,1,30
36189257,272166348,1999,0,,,1,270
36206021,6754647,161,0,,,1,22
36255515,66486652,242,0,,,1,17
36275809,272829356,230,0,,,1,350
36278959,29570399,210,0,,,1,106
36309944,30283594,269,0,,,121,333
36309947,30283594,269,0,,,121,318
36319687,167092099,188,0,,,1,179
36321920,273078104,239,0,,,1,15
36329299,6524294,400,0,,,2,363
36404568,107434423,393,0,,,232,307
303462,1562045,295,0,,,1,146
363673,256239,3000,0,,,1,365
1965712,10153235,235,0,,,1,0
2003807,10317189,1000,0,,,1,0
2103480,10725397,560,0,,,1,0
2107372,10346860,400,0,,,1,0
2135766,4074918,900,0,,,1,0
2151259,10263977,750,0,,,1,0
2224896,11353904,4000,0,,,1,0
2243769,11460768,1500,0,,,1,0
2249878,470870,375,0,,,1,0
2249928,2675913,1000,0,,,1,0
2283143,11661229,800,0,,,1,0
2285355,11674823,750,0,,,1,0
2329047,9754117,400,0,,,1,0
3812133,1529179,169,0,,,1,0
4047751,16325217,260,0,,,1,0
4233705,11243583,260,0,,,1,0
4262120,6914968,2695,0,,,1,0
4476605,23226529,550,0,,,1,0
4823910,10503302,117,0,,,1,15
5434655,3810454,185,0,,,1,0
6509750,696487,385,0,,,1,0
6797129,8924676,375,0,,,1,0
7052026,36976268,400,0,,,1,0
7435904,38952124,399,0,,,1,0
8130551,13164593,88,0,,,1,0
8709068,43820172,450,0,,,1,365
8712745,22502130,107,0,,,1,0
9263457,30637963,800,0,,,1,0
9391609,16098958,191,0,,,96,341
9532665,49379520,129,0,,,1,0
9631464,16098958,288,0,,,96,311
9684366,16024390,139,0,,,1,0
9760401,18080415,188,0,,,1,0
9786769,50445531,124,0,,,1,0
9819437,1106592,600,0,,,1,0
10067199,47472192,42,0,,,1,0
10648971,10489069,132,0,,,1,0
10770836,55709707,82,0,,,1,0
10930279,25044529,87,0,,,1,0
10984202,23865843,265,0,,,1,0
11793542,26271616,96,0,,,2,0
11842127,17980647,425,0,,,1,0
12155460,23772724,136,0,,,15,317
12362194,11039974,399,0,,,2,0
12967227,71315006,2000,0,,,1,0
13113422,72918560,294,0,,,1,0
13432828,3469064,230,0,,,1,0
13544601,22541573,167,0,,,87,335
14107667,22541573,267,0,,,87,354
16333020,106837455,900,0,,,8,362
17956441,22541573,210,0,,,87,328
17991699,231704,317,0,,,3,82
18059231,5235811,67,0,,,1,0
18423938,22541573,159,0,,,87,342
18516072,671187,139,0,,,1,83
18616208,55017405,2900,0,,,1,180
18745487,110520215,500,0,,,1,173
19018987,170553,389,0,,,1,105
19068933,133123832,113,0,,,3,69
19248044,952909,183,0,,,1,0
19272890,134961952,230,0,,,1,0
19875728,4328217,325,0,,,1,0
20084595,15547192,82,0,,,1,0
20196464,135940325,206,0,,,1,0
20261316,42435903,270,0,,,1,0
20645320,76104209,229,0,,,33,364
20685890,63510347,173,0,,,1,0
20918850,8245913,330,0,,,1,0
21177066,24929024,47,0,,,1,0
21828988,6897051,340,0,,,2,362
21919913,76104209,333,0,,,33,330
21921608,76104209,375,0,,,33,300
21997208,154608871,215,0,,,1,0
22090790,76104209,374,0,,,33,290
22192877,22866437,600,0,,,2,0
22306848,110704364,400,0,,,1,0
22375950,133415438,61,0,,,1,0
22436899,72390391,10000,0,,,1,83
22505480,126687208,132,0,,,1,0
22514949,59385671,54,0,,,1,0
22669096,85886048,395,0,,,1,365
23144059,7990635,92,0,,,1,0
23203929,172544686,159,0,,,4,269
23461056,11262267,77,0,,,1,350
23744773,172544686,800,0,,,4,269
23746801,172544686,219,0,,,4,269
23804690,40381599,600,0,,,1,199
24820939,1478535,550,0,,,1,8
25027222,133123832,117,0,,,3,200
25057198,16205855,360,0,,,1,0
25251220,133123832,113,0,,,3,315
25420252,140997060,179,0,,,2,0
25515856,8304377,155,0,,,1,0
26025770,4392159,179,0,,,1,0
26191578,27474188,240,0,,,3,0
26198112,196900738,400,0,,,1,0
26527791,26584499,118,0,,,8,157
26811066,77559258,245,0,,,1,89
27028248,4296422,155,0,,,1,0
27389714,200380610,230,0,,,65,348
28223260,15717497,179,0,,,1,0
29150883,200380610,215,0,,,65,365
29331191,107434423,259,0,,,232,170
29604741,5497326,285,0,,,2,79
29806412,224245939,310,0,,,1,0
29963179,38774068,98,0,,,1,359
30258358,227165735,139,0,,,2,88
30293703,36332698,2999,0,,,1,0
30387328,107434423,283,0,,,232,1
30387495,107434423,316,0,,,232,18
30388079,107434423,320,0,,,232,293
30388333,107434423,238,0,,,232,279
30388429,107434423,263,0,,,232,280
30388587,107434423,306,0,,,232,336
30393223,107434423,271,0,,,232,186
30393497,107434423,294,0,,,232,219
30393555,107434423,481,0,,,232,156
30393944,107434423,466,0,,,232,280
30739837,181370114,500,0,,,1,87
30885018,3757699,515,0,,,2,0
30927844,138349238,1350,0,,,1,365
31475440,235810002,1150,0,,,1,2
31802641,19755137,185,0,,,1,55
31988004,238321374,58,0,,,32,317
32039742,240207968,128,0,,,2,364
32040351,240207968,128,0,,,2,1
32054910,156158778,3512,0,,,12,124
32089161,25115746,500,0,,,1,89
32347436,107434423,189,0,,,232,189
32420737,231704,317,0,,,3,358
32681549,245314318,305,0,,,10,271
32681559,245314318,325,0,,,10,259
32681564,245314318,280,0,,,10,275
32848619,39890192,97,0,,,12,179
32961345,245631422,370,0,,,1,352
32984993,239707721,112,0,,,1,52
33295827,250771864,37,0,,,1,1
33342461,16083192,208,0,,,1,150
33398445,61391963,133,0,,,91,312
33513897,252545388,1000,0,,,1,103
33891559,107434423,352,0,,,232,202
33992942,24525241,166,0,,,1,102
34202304,97044757,139,0,,,2,18
34285226,258848718,230,0,,,1,36
34543201,232596712,299,0,,,6,365
34543513,232596712,950,0,,,6,339
34543610,232596712,580,0,,,6,337
34593016,107434423,381,0,,,232,334
34593055,107434423,377,0,,,232,334
34620880,261188287,92,0,,,1,0
34993569,116305897,290,0,,,9,338
35042058,19342,11,0,,,1,273
35059177,10689761,600,0,,,1,319
35132016,60136891,590,0,,,1,38
35260351,262078431,169,0,,,1,22
35282511,10746551,153,0,,,1,38
35388899,266417731,1200,0,,,1,51
35540614,182505049,499,0,,,1,34
35568112,247094998,800,0,,,1,225
35717719,257033785,400,0,,,1,15
35791289,29340158,43,0,,,1,128
35863336,2542371,174,0,,,1,1
35880571,5910667,168,0,,,1,46
35914591,270139900,307,0,,,1,344
36002707,258091747,399,0,,,1,248
36099118,232596712,583,0,,,6,343
36180341,84749340,245,0,,,1,287
36201203,84163854,162,0,,,1,12
36231329,43461100,240,0,,,1,35
36237507,272557714,137,0,,,1,44
36303421,217362657,520,0,,,1,310
36343588,264810896,240,0,,,1,58
36388720,273619215,750,0,,,1,174
36444734,32987938,143,0,,,1,10
13186374,35143476,400,0,,,1,0
16925647,8131326,239,0,,,1,0
26871154,202096567,390,0,,,1,15
30799299,16305093,450,0,,,2,87
1300097,4069241,1500,0,,,1,0
9174180,12901128,240,0,,,1,0
16575174,60591318,185,0,,,1,0
29605492,222843411,1000,0,,,1,363
34509379,614026,500,0,,,1,72
35281731,106436589,399,0,,,2,67
6398715,31762883,46,0,,,1,0
12864971,70333355,400,0,,,1,0
13392143,39175915,29,0,,,1,0
21597223,157087092,47,0,,,1,0
22266286,44213272,138,0,,,5,234
29037359,10732658,500,0,,,1,89
33611988,64453547,53,0,,,3,0
35863730,15678733,56,0,,,1,350
35995074,4128829,62,0,,,2,365
9999220,51367478,88,0,,,1,0
13811008,78732090,101,0,,,1,0
15986856,86569571,52,0,,,1,0
16489175,108275969,57,0,,,1,0
23477827,24555919,47,0,,,1,0
24721548,114502589,38,0,,,1,0
26595705,55785340,178,0,,,1,0
29544456,11598586,159,0,,,1,0
29920153,222421079,455,0,,,1,83
29939030,42213050,113,0,,,1,177
30853297,12249166,340,0,,,1,90
31993628,137358866,44,0,,,103,247
34363827,34741551,123,0,,,1,0
